Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Carbon Performance Alignment,Benchmark ID,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Brilliance,China,CHN,Autos,No,large,BMG1368B1028,6181482,01/02/2018,14/02/2018,Not Aligned,Autos_01/02/2018,2015,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),,174.0,171.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buzzi Unicem,Italy,ITA,Cement,No,medium,"IT0001347308, IT0001369427","5782206, 5782284",01/02/2021,23/12/2020,Not Aligned,Cement_01/02/2021,2019,Carbon intensity (tonnes of CO2 per tonne of cementitious product),The company discloses an emissions intensity and target using an emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,0.656,0.653,0.644,0.639,0.637,0.617,0.596,0.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEZ,Czechia,CZE,Electricity Utilities,Yes,large,CZ0005112300,5624030,01/11/2021,05/08/2021,Below 2 Degrees,Electricity Utilities_01/11/2021,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI notes that this company’s emissions intensity is slightly over-estimated as we calculated it using emissions from both electricity and heat generation, while using generation figures that include only electricity.",,0.445834929,0.470771436,0.496665391,0.443119202,0.424885593,0.403363029,0.368502937,0.34680235,0.325101762,0.303401175,0.281700587,0.26,0.24,0.22,0.2,0.18,0.16,0.152,0.144,0.136,0.128,0.12,0.112,0.104,0.096,0.088,0.08,0.072,0.064,0.056,0.048,0.04,0.032,0.024,0.016,0.008,0.0
CEZ,Czechia,CZE,Electricity Utilities,Yes,large,CZ0005112300,5624030,01/10/2020,12/08/2020,Below 2 Degrees,Electricity Utilities_01/10/2020,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,0.446,0.471,0.497,0.443,0.425,0.403,0.397,0.39,0.384,0.377,0.371,0.364,0.358,0.351,0.345,0.338,0.332,0.315,0.299,0.282,0.266,0.249,0.232,0.216,0.199,0.183,0.166,0.149,0.133,0.116,0.1,0.083,0.066,0.05,0.033,0.017,
CEZ,Czechia,CZE,Electricity Utilities,Yes,large,CZ0005112300,5624030,01/09/2019,12/07/2019,Paris Pledges,Electricity Utilities_01/09/2019,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,0.446,0.471,0.497,0.443,0.425,0.414,0.403,0.388,0.373,0.357,0.342,0.327,0.314,0.301,0.288,0.275,0.261,,,,,,,,,,,,,,,,,,,,
CK Infrastructure,Hong Kong,HKG,Electricity Utilities,No,large,BMG2178K1009,BYVS6J1,01/11/2021,05/08/2021,No or unsuitable disclosure,Electricity Utilities_01/11/2021,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK Infrastructure,Hong Kong,HKG,Electricity Utilities,No,large,BMG2178K1009,BYVS6J1,01/10/2020,12/08/2020,No or unsuitable disclosure,Electricity Utilities_01/10/2020,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK Infrastructure,Hong Kong,HKG,Electricity Utilities,No,large,BMG2178K1009,BYVS6J1,01/09/2019,02/08/2019,No or unsuitable disclosure,Electricity Utilities_01/09/2019,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLP,Hong Kong,HKG,Electricity Utilities,No,large,HK0002007356,6097017,01/11/2021,05/08/2021,Not Aligned,Electricity Utilities_01/11/2021,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses 2030, 2040, and 2050 targets using an activity measure and emissions figure that is inconsistent with TPI’s methodology for this sector. These targets include both generated and purchased electricity. TPI’s current methodology is restricted to the emissions intensity of owned generation, which cannot be reliably estimated from the disclosed targets.",0.82,0.84,0.81,0.82,0.8,0.74,0.7,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLP,Hong Kong,HKG,Electricity Utilities,No,large,HK0002007356,6097017,01/10/2020,12/08/2020,Not Aligned,Electricity Utilities_01/10/2020,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses targets using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,0.84,0.81,0.82,0.8,0.74,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLP,Hong Kong,HKG,Electricity Utilities,No,large,HK0002007356,6097017,01/09/2019,02/08/2019,Not Aligned,Electricity Utilities_01/09/2019,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses targets using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,0.84,0.81,0.82,0.8,0.74,0.706,0.673,0.662,0.65,0.639,0.628,0.617,0.605,0.594,0.583,0.572,0.561,,,,,,,,,,,,,,,,,,,,
CLP,Hong Kong,HKG,Electricity Utilities,No,large,HK0002007356,6097017,01/07/2018,02/07/2018,Not Aligned,Electricity Utilities_01/07/2018,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),CLP has set a target to reduce its emissions intensity. TPI has not adjusted this target.,0.82,0.84,0.81,0.82,0.8,0.733,0.667,0.6,0.59,0.58,0.57,0.56,0.55,0.54,0.53,0.52,0.51,0.5,,,,,,,,,,,,,,,,,,,,
CLP,Hong Kong,HKG,Electricity Utilities,No,large,HK0002007356,6097017,01/06/2017,05/05/2017,Not Aligned,Electricity Utilities_01/07/2017,2015,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,0.88,0.91,0.88,0.824,0.768,0.712,0.656,0.6,0.59,0.58,0.57,0.56,0.55,0.54,0.53,0.52,0.51,0.5,,,,,,,,,,,,,,,,,,,,
CMPC,Chile,CHL,Paper,No,large,CL0000001314,2196015,01/02/2021,23/12/2020,Paris Pledges,Paper_01/02/2021,2019,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that the company’s pulp, paper and paperboard production grows according to the global growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",,,,,0.423,0.368,0.419,0.398,0.377,0.357,0.336,0.316,0.295,0.274,0.254,0.233,0.212,0.192,,,,,,,,,,,,,,,,,,,,
CMPC,Chile,CHL,Paper,No,large,CL0000001314,2196015,01/02/2020,20/12/2019,Below 2 Degrees,Paper_01/02/2020,2018,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company has set targets to reduce its absolute emissions. To calculate this companyís targeted emissions intensity, TPI has assumed that: the companyís pulp, paper and paperboard production grows according to the global growth rate projected in the IEAís Energy Technology Perspectives model ëReference Technologyí scenario.",,,,,0.423221456,0.368177742,0.348038431,0.327899119,0.307759807,0.287620496,0.267481184,0.247341873,0.227202561,0.207063249,0.186923938,0.166784626,0.146645315,0.126506003,,,,,,,,,,,,,,,,,,,,
CMPC,Chile,CHL,Paper,No,large,CL0000001314,2196015,01/11/2018,09/10/2018,Below 2 Degrees,Paper_01/11/2018,2016,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","CMPC has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMPC,Chile,CHL,Paper,No,large,CL0000001314,2196015,01/02/2018,14/02/2018,2 Degrees,Paper_01/02/2018,2015,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","",0.516,0.473,0.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMS Energy,United States of America,USA,Electricity Utilities,No,medium,US1258961002,2219224,01/11/2021,05/08/2021,1.5 Degrees,Electricity Utilities_01/11/2021,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.965721064,0.92498297,0.912167281,0.792918644,0.801,0.799,0.744,0.708571429,0.673142857,0.637714286,0.602285714,0.566857143,0.531428571,0.496,0.460571429,0.425142857,0.389714286,0.354285714,0.318857143,0.283428571,0.248,0.212571429,0.177142857,0.141714286,0.106285714,0.070857143,0.035428571,0.0,,,,,,,,,,
CMS Energy,United States of America,USA,Electricity Utilities,No,medium,US1258961002,2219224,01/10/2020,12/08/2020,Below 2 Degrees,Electricity Utilities_01/10/2020,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses targets using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance. To calculate this company’s 2040 targeted emissions intensity, TPI has assumed that: The company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",0.97,0.92,0.91,0.793,0.801,0.799,0.763,0.727,0.69,0.654,0.618,0.581,0.545,0.509,0.472,0.436,0.4,0.363,0.327,0.291,0.254,0.218,0.182,0.145,0.109,0.073,0.036,0.0,,,,,,,,,,
CMS Energy,United States of America,USA,Electricity Utilities,No,medium,US1258961002,2219224,01/09/2019,02/08/2019,Not Aligned,Electricity Utilities_01/09/2019,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses targets using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance. To calculate this company’s 2040 targeted emissions intensity, TPI has assumed that: The company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",0.97,0.92,0.91,0.793,0.801,0.773,0.746,0.718,0.69,0.663,0.635,0.607,0.58,0.552,0.524,0.497,0.469,0.442,,,,,,,,,,,,,,,,,,,,
CMS Energy,United States of America,USA,Electricity Utilities,No,medium,US1258961002,2219224,01/07/2018,02/07/2018,Not Aligned,Electricity Utilities_01/07/2018,2016,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"CMS Energy has set a target to reduce its emissions intensity. TPI has adjusted this target by assuming that: 
● Emissions from electricity production will reduce in-line with a broader emissions target",0.97,0.92,0.91,0.793,0.771,0.748,0.726,0.703,0.681,0.658,0.636,0.613,0.591,,,,,,,,,,,,,,,,,,,,,,,,,
CNOOC,China,CHN,Oil & Gas,Yes,large,HK0883013259,B00G0S5,01/11/2021,05/08/2021,Not Aligned,Oil & Gas_01/11/2021,2020,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,74.57587661,74.83759357,74.25527032,74.78221242,74.50871621,74.43936331,74.37001042,74.30065752,74.23130462,74.16195172,74.03984934,73.91774696,73.79564458,73.6735422,73.55143981,73.42933743,73.30723505,73.18513267,73.06303029,72.94092791,72.81882552,72.69672314,72.57462076,72.45251838,72.330416,72.20831362,72.08621124,71.96410885,71.84200647,71.71990409,71.59780171,71.47569933,71.35359695,71.23149456,71.10939218
CNOOC,China,CHN,Oil & Gas,Yes,large,HK0883013259,B00G0S5,01/10/2020,12/08/2020,Not Aligned,Oil & Gas_01/10/2020,2019,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,,,74.58,74.84,74.26,74.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNOOC,China,CHN,Oil & Gas,Yes,large,HK0883013259,B00G0S5,01/09/2019,12/07/2019,Not Aligned,Oil & Gas_01/09/2019,2018,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,,,73.538,73.747,73.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSCO Shipping Energy,China,CHN,Shipping,No,medium,"CNE1000002S8, CNE000001BD6","6782045, 6344627, BP3R9Y9",01/12/2020,23/10/2020,International Pledges,Shipping_01/12/2020,2019,Carbon intensity (gCO2 / t-km),"The company has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,3.72,3.27,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSCO Shipping Energy,China,CHN,Shipping,No,medium,"CNE1000002S8, CNE000001BD6","6782045, 6344627, BP3R9Y9",01/12/2019,07/11/2019,Below 2 Degrees,Shipping_01/12/2019,2018,Carbon intensity (gCO2 / t-km),"The company discloses an emissions intensity using an activity measure and emissions figure that is consistent with TPI’s methodology for this sector. It is assumed that the reference to 'miles' in the reported carbon intensity is 'nautical miles'. The company does not disclose sufficient data on quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,3.7,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSCO Shipping Lines,China,CHN,Shipping,No,large,"CNE1000002J7, CNE100000601","B0B8Z18, B1YQ5Q1, BP3R552",01/12/2020,23/10/2020,International Pledges,Shipping_01/12/2020,2019,Carbon intensity (gCO2 / t-km),"The company has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,8.12,8.05,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSCO Shipping Lines,China,CHN,Shipping,No,large,"CNE1000002J7, CNE100000601","B0B8Z18, B1YQ5Q1, BP3R552",01/12/2019,07/11/2019,International Pledges,Shipping_01/12/2019,2018,Carbon intensity (gCO2 / t-km),"TPI's Carbon Performance assessment is based on emissions data disclosed by COSCO Shipping Lines Co Ltd, a 100% subsidiary of COSCO Shipping Holdings. The assessment excludes Orient Overseas International Limited, which was acquired by COSCO Shipping Holdings in July 2018. COSCO Shipping Lines discloses an emissions intensity using an activity measure and emissions figure that is consistent with TPI’s methodology for this sector. COSCO Shipping Lines does not disclose sufficient data on quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,8.1,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRH,United Kingdom,GBR,Cement,Yes,large,IE0001827041,"0182704, 4182249",01/02/2021,23/12/2020,Below 2 Degrees,Cement_01/02/2021,2019,Carbon intensity (tonnes of CO2 per tonne of cementitious product),CRH has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.633,0.624,0.573,0.578,0.572,0.595,0.59,0.584,0.577,0.571,0.565,0.558,0.552,0.545,0.539,0.533,0.526,0.52,0.494,0.468,0.442,0.416,0.39,0.364,0.338,0.312,0.286,0.26,0.234,0.208,0.182,0.156,0.13,0.104,0.078,0.052,0.026,0.0
CRH,United Kingdom,GBR,Cement,Yes,large,IE0001827041,"0182704, 4182249",03/02/2020,20/12/2019,Not Aligned,Cement_01/02/2020,2018,Carbon intensity (tonnes of CO2 per tonne of cementitious product),The company discloses an emissions target using an activity measure and/or emissions figure that is inconsistent with TPIís methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this companyís Carbon Performance.,0.633,0.624,0.573,0.578,0.572,0.595,0.587272727,0.579545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRH,United Kingdom,GBR,Cement,Yes,large,IE0001827041,"0182704, 4182249",01/09/2018,18/09/2018,Not Aligned,Cement_01/09/2018,2017,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"CRH has set targets to reduce its emissions intensity. For this company, TPI has assumed that:
● The emissions intensity of the operations that are not covered by the target remains constant between the date it was last observed and the target year.",0.633,0.624,0.573,0.578,0.572,0.572,0.571,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRH,United Kingdom,GBR,Cement,Yes,large,IE0001827041,"0182704, 4182249",01/09/2017,14/09/2017,Not Aligned,Cement_01/11/2017,2015,Carbon intensity (tonnes of CO2 per tonne of cementitious product),,0.633,0.624,0.573,0.57,0.567,0.565,0.562,0.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabot Oil & Gas,United States of America,USA,Oil & Gas,No,medium,US1270971039,2162340,01/11/2021,05/08/2021,Not Aligned,Oil & Gas_01/11/2021,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology for the year 2019. The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate Carbon Performance for further years.",,,,,,,56.74564955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabot Oil & Gas,United States of America,USA,Oil & Gas,No,medium,US1270971039,2162340,01/10/2020,12/08/2020,No or unsuitable disclosure,Oil & Gas_01/10/2020,,Emissions intensity (gCO2e / MJ),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabot Oil & Gas,United States of America,USA,Oil & Gas,No,medium,US1270971039,2162340,01/09/2019,02/08/2019,No or unsuitable disclosure,Oil & Gas_01/09/2019,,Emissions intensity (gCO2e / MJ),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadian Natural Resources,Canada,CAN,Oil & Gas,Yes,large,CA1363851017,"2171573, BD4DBT1",01/11/2021,05/08/2021,Not Aligned,Oil & Gas_01/11/2021,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set a target to reduce its emissions intensity, but it could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology.",,81.25356357,79.43935601,79.21478549,80.35537871,80.74115028,80.75569594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadian Natural Resources,Canada,CAN,Oil & Gas,Yes,large,CA1363851017,"2171573, BD4DBT1",01/10/2020,12/08/2020,Not Aligned,Oil & Gas_01/10/2020,2018,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,81.38,80.0,79.77,80.62,80.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadian Natural Resources,Canada,CAN,Oil & Gas,Yes,large,CA1363851017,"2171573, BD4DBT1",01/09/2019,12/07/2019,Not Aligned,Oil & Gas_01/09/2019,2017,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,81.503,80.105,79.869,80.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carpenter Tech,United States of America,USA,Steel,No,small,US1442851036,2177504,01/02/2021,23/12/2020,Not Assessed,Steel_01/02/2021,,Carbon intensity (tonnes of CO2 per tonne of steel),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cascades,Canada,CAN,Paper,No,small,CA1469001053,2179254,01/02/2021,23/12/2020,Paris Pledges,Paper_01/02/2021,2019,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,0.296,0.308,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cemex,Mexico,MEX,Cement,Yes,large,"MXP225611567, US1512908898","2406457, 2488671",01/02/2021,23/12/2020,Below 2 Degrees,Cement_01/02/2021,2019,Carbon intensity (tonnes of CO2 per tonne of cementitious product),Cemex has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.,0.607,0.613,0.63,0.642,0.636,0.63,0.622,0.612,0.601,0.591,0.581,0.57,0.56,0.552,0.544,0.536,0.528,0.52,0.494,0.468,0.442,0.416,0.39,0.364,0.338,0.312,0.286,0.26,0.234,0.208,0.182,0.156,0.13,0.104,0.078,0.052,0.026,0.0
Cemex,Mexico,MEX,Cement,Yes,large,"MXP225611567, US1512908898","2406457, 2488671",03/02/2020,20/12/2019,Not Aligned,Cement_01/02/2020,2018,Carbon intensity (tonnes of CO2 per tonne of cementitious product),Cemex has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this companyís carbon performance.,0.607,0.613,0.63,0.642,0.636,0.63,0.6175,0.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cemex,Mexico,MEX,Cement,Yes,large,"MXP225611567, US1512908898","2406457, 2488671",01/09/2018,18/09/2018,Not Aligned,Cement_01/09/2018,2017,Carbon intensity (tonnes of CO2 per tonne of cementitious product),Cemex has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.,0.607,0.613,0.63,0.642,0.636,0.625,0.614,0.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cemex,Mexico,MEX,Cement,Yes,large,"MXP225611567, US1512908898","2406457, 2488671",01/09/2017,14/09/2017,Not Aligned,Cement_01/11/2017,2015,Carbon intensity (tonnes of CO2 per tonne of cementitious product),,0.607,0.613,0.63,0.625,0.62,0.615,0.61,0.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cenovus Energy,Canada,CAN,Oil & Gas,No,medium,CA15135U1093,B57FG04,01/11/2021,05/08/2021,Not Aligned,Oil & Gas_01/11/2021,2020,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company's target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,75.14837205,75.82605843,76.51264462,78.83509091,79.3417913,80.5765918,83.27167647,82.70241191,82.13314736,81.56388281,80.99461825,80.4253537,79.85608914,79.28682459,78.71756003,78.14829548,77.57903092,77.22931549,76.87960005,76.52988462,76.18016918,75.83045375,75.48073831,75.13102288,74.78130744,74.43159201,74.08187657,73.73216113,73.3824457,73.03273026,72.68301483,72.33329939,71.98358396,71.63386852,71.28415309,70.93443765,70.58472222
Cenovus Energy,Canada,CAN,Oil & Gas,No,medium,CA15135U1093,B57FG04,01/10/2020,12/08/2020,Not Aligned,Oil & Gas_01/10/2020,2019,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,75.15,75.83,76.51,78.84,79.34,80.58,80.3,80.03,79.76,79.49,79.21,78.94,78.67,78.4,78.12,77.85,77.58,77.23,76.88,76.53,76.18,75.83,75.48,75.13,74.78,74.43,74.08,73.73,73.38,73.03,72.68,72.33,71.98,71.63,71.28,70.93,70.5847222152921
Cenovus Energy,Canada,CAN,Oil & Gas,No,medium,CA15135U1093,B57FG04,01/09/2019,02/08/2019,Not Aligned,Oil & Gas_01/09/2019,2017,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,75.2,75.895,76.607,78.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CenterPoint Energy,United States of America,USA,Electricity Utilities,No,medium,US15189T1079,2440637,01/11/2021,05/08/2021,Not Aligned,Electricity Utilities_01/11/2021,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions target using an activity measure and emissions figure that is inconsistent with TPI’s methodology for this sector.,,,,,1.039,1.03,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CenterPoint Energy,United States of America,USA,Electricity Utilities,No,medium,US15189T1079,2440637,01/10/2020,12/08/2020,Not Aligned,Electricity Utilities_01/10/2020,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,0.681,0.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CenterPoint Energy,United States of America,USA,Electricity Utilities,No,medium,US15189T1079,2440637,01/09/2019,02/08/2019,Not Assessed,Electricity Utilities_01/09/2019,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco,China,CHN,Aluminium,No,large,"CNE1000001T8, CNE1000000T0","6425395, B1WLHY0, BP3R4D3",01/02/2021,23/12/2020,No or unsuitable disclosure,Aluminium_01/02/2021,,Carbon intensity (tCO2e / t aluminium),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalco,China,CHN,Aluminium,No,large,"CNE1000001T8, CNE1000000T0","6425395, B1WLHY0, BP3R4D3",01/02/2020,20/12/2019,No or unsuitable disclosure,Aluminium_01/02/2020,,Carbon intensity (tCO2e / t aluminium),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
